sk_local,uf,municipio,br,km,regional,delegacia,uop
9400,RO,MONTE NEGRO,421,17.0,SPRF-RO,DEL03-RO,UOP01-DEL03-RO
9401,SC,CHAPECO,282,537.0,SPRF-SC,DEL07-SC,UOP01-DEL07-SC
9402,RO,PORTO VELHO,364,748.0,SPRF-RO,DEL01-RO,UOP02-DEL01-RO
9403,GO,SANTO ANTONIO DA BARRA,60,338.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
9404,PR,MORRETES,277,53.0,SPRF-PR,DEL01-PR,UOP05-DEL01-PR
9405,MG,SAO DOMINGOS DO PRATA,262,185.0,SPRF-MG,DEL03-MG,UOP01-DEL03-MG
9406,MT,CACERES,174,78.0,SPRF-MT,DEL03-MT,UOP01-DEL03-MT
9407,PE,ARARIPINA,316,5.0,SPRF-PE,DEL05-PE,UOP02-DEL05-PE
9408,AL,MESSIAS,101,0.0,SPRF-AL,DEL01-AL,UOP02-DEL01-AL
9409,RJ,ANGRA DOS REIS,101,502.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
9410,MG,UBERABA,50,171.0,SPRF-MG,DEL13-MG,UOP01-DEL13-MG
9411,PR,CANDOI,373,396.0,SPRF-PR,DEL08-PR,UOP01-DEL08-PR
9412,GO,CRISTALINA,251,30.0,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
9413,ES,DOMINGOS MARTINS,262,96.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES
9414,PR,CURITIBA,277,82.0,SPRF-PR,DEL01-PR,UOP07-DEL01-PR
9415,AP,MACAPA,210,19.0,SPRF-AP,DEL01-AP,UOP01-DEL01-AP
9416,SP,ATIBAIA,381,32.0,SPRF-SP,DEL03-SP,UOP02-DEL03-SP
9417,GO,ANAPOLIS,414,435.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
9418,MG,DELTA,50,205.0,SPRF-MG,DEL13-MG,UOP01-DEL13-MG
9419,TO,PALMAS,10,446.0,SPRF-TO,DEL01-TO,UOP03-DEL01-TO
9420,PR,MANDIRITUBA,116,142.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
9421,MG,MANHUACU,116,573.0,SPRF-MG,DEL06-MG,UOP03-DEL06-MG
9422,MG,OURO PRETO,40,595.0,SPRF-MG,DEL05-MG,UOP02-DEL05-MG
9423,MS,SAO GABRIEL DO OESTE,163,621.0,SPRF-MS,DEL06-MS,UOP02-DEL06-MS
9424,RJ,MANGARATIBA,101,438.0,SPRF-RJ,DEL03-RJ,UOP02-DEL03-RJ
9425,PR,CASCAVEL,467,102.0,SPRF-PR,DEL04-PR,UOP01-DEL04-PR
9426,GO,PADRE BERNARDO,80,36.0,SPRF-DF,DEL03-DF,UOP02-DEL03-DF
9427,RS,DOM PEDRITO,293,0.0,SPRF-RS,DEL11-RS,UOP03-DEL11-RS
9428,MG,UBERABA,262,785.0,SPRF-MG,DEL13-MG,UOP01-DEL13-MG
9429,RN,CANGUARETAMA,101,160.0,SPRF-RN,DEL01-RN,UOP01-DEL01-RN
9430,MG,EXTREMA,381,937.0,SPRF-MG,DEL16-MG,UOP03-DEL16-MG
9431,PA,CAPANEMA,308,0.0,SPRF-PA,DEL01-PA,UOP03-DEL01-PA
9432,RS,URUGUAIANA,472,576.0,SPRF-RS,DEL13-RS,UOP01-DEL13-RS
9433,MG,PERDOES,381,671.0,SPRF-MG,DEL04-MG,UOP02-DEL04-MG
9434,AL,JOAQUIM GOMES,101,25.0,SPRF-AL,DEL01-AL,UOP02-DEL01-AL
9435,RS,SAO JOSE DOS AUSENTES,285,0.0,SPRF-RS,DEL05-RS,UOP03-DEL05-RS
9436,RJ,SAPUCAIA,116,2.0,SPRF-RJ,DEL05-RJ,UOP01-DEL05-RJ
9437,PA,IPIXUNA DO PARA,10,206.0,SPRF-PA,DEL02-PA,UOP01-DEL02-PA
9438,PR,CAMPO LARGO,277,132.0,SPRF-PR,DEL03-PR,UOP03-DEL03-PR
9439,ES,IBATIBA,262,161.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES
9440,MG,ARAGUARI,50,29.0,SPRF-MG,DEL15-MG,UOP02-DEL15-MG
9441,PR,CASCAVEL,277,0.0,SPRF-PR,DEL05-PR,UOP02-DEL05-PR
9442,CE,TABULEIRO DO NORTE,116,218.0,SPRF-CE,DEL03-CE,UOP01-DEL03-CE
9443,SC,JAGUARUNA,101,348.0,SPRF-SC,DEL02-SC,UOP01-DEL02-SC
9444,MT,SINOP,163,818.0,SPRF-MT,DEL06-MT,UOP02-DEL06-MT
9445,AL,PALMEIRA DOS INDIOS,316,151.0,SPRF-AL,DEL03-AL,UOP01-DEL03-AL
9446,PA,VISEU,316,217.0,SPRF-PA,DEL01-PA,UOP03-DEL01-PA
9447,MG,MONTE ALEGRE DE MINAS,365,687.0,SPRF-MG,DEL15-MG,UOP01-DEL15-MG
9448,MG,ENGENHEIRO CALDAS,116,438.0,SPRF-MG,DEL06-MG,UOP01-DEL06-MG
9449,GO,ANAPOLIS,153,440.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
9450,MT,ROSARIO OESTE,163,552.0,SPRF-MT,DEL01-MT,UOP01-DEL01-MT
9451,RJ,JAPERI,493,84.0,SPRF-RJ,DEL01-RJ,UOP03-DEL01-RJ
9452,BA,CANDEIAS,324,582.0,SPRF-BA,DEL01-BA,UOP01-DEL01-BA
9453,RS,PORTO ALEGRE,290,103.0,SPRF-RS,DEL01-RS,UOP01-DEL01-RS
9454,PR,RIO NEGRO,116,208.0,SPRF-SC,DEL06-SC,UOP01-DEL06-SC
9455,MA,PRESIDENTE DUTRA,135,347.0,SPRF-MA,DEL06-MA,UOP01-DEL06-MA
9456,PR,ARAUCARIA,476,147.0,SPRF-PR,DEL01-PR,UOP06-DEL01-PR
9457,GO,RIO VERDE,60,388.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
9458,GO,PIRENOPOLIS,153,507.0,SPRF-GO,DEL01-GO,UOP03-DEL01-GO
9459,MG,MURIAE,356,266.0,SPRF-MG,DEL07-MG,UOP02-DEL07-MG
9460,BA,LUIS EDUARDO MAGALHAES,20,184.0,SPRF-BA,DEL10-BA,UOP01-DEL10-BA
9461,MT,CAMPOS DE JULIO,364,1188.0,SPRF-MT,DEL04-MT,UOP02-DEL04-MT
9462,AC,CRUZEIRO DO SUL,307,188.0,SPRF-AC,DEL01-AC,UOP03-DEL01-AC
9463,SP,MIRACATU,116,386.0,SPRF-SP,DEL04-SP,UOP02-DEL04-SP
9464,RJ,PARAIBA DO SUL,393,195.0,SPRF-RJ,DEL05-RJ,UOP03-DEL05-RJ
9465,RO,CANDEIAS DO JAMARI,364,663.0,SPRF-RO,DEL01-RO,UOP01-DEL01-RO
9466,GO,ACREUNA,60,332.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
9467,MG,SANTA VITORIA,365,828.0,SPRF-MG,DEL15-MG,UOP03-DEL15-MG
9468,MT,GLORIA DOESTE,174,0.0,SPRF-MT,DEL03-MT,UOP01-DEL03-MT
9469,SP,TAUBATE,116,118.0,SPRF-SP,DEL02-SP,UOP02-DEL02-SP
9470,MG,CONTAGEM,40,530.0,SPRF-MG,DEL01-MG,UOP02-DEL01-MG
9471,PE,PETROLINA,428,191.0,SPRF-PE,DEL06-PE,UOP01-DEL06-PE
9472,MG,LUZ,262,496.0,SPRF-MG,DEL08-MG,UOP03-DEL08-MG
9473,PE,NAZARE DA MATA,408,45.0,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
9474,PR,IMBITUVA,153,0.0,SPRF-PR,DEL03-PR,UOP01-DEL03-PR
9475,SC,TROMBUDO CENTRAL,470,158.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
9476,MG,SAO JOAQUIM DE BICAS,381,508.0,SPRF-MG,DEL01-MG,UOP03-DEL01-MG
9477,MG,CONSELHEIRO LAFAIETE,40,636.0,SPRF-MG,DEL05-MG,UOP02-DEL05-MG
9478,SC,PENHA,101,107.0,SPRF-SC,DEL03-SC,UOP02-DEL03-SC
9479,RS,SAO JOSE DO SUL,470,276.0,SPRF-RS,DEL06-RS,UOP01-DEL06-RS
9480,RJ,ITAGUAI,465,22.0,SPRF-RJ,DEL03-RJ,UOP01-DEL03-RJ
9481,PR,LAPA,476,226.0,SPRF-PR,DEL01-PR,UOP06-DEL01-PR
9482,GO,GOIANIA,0,0.0,SPRF-GO,DEL01-GO,UOP02-DEL01-GO
9483,SC,POUSO REDONDO,470,179.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
9484,MG,ITANHANDU,354,750.0,SPRF-MG,DEL17-MG,UOP01-DEL17-MG
9485,SP,SAO LOURENCO DA SERRA,116,312.0,SPRF-SP,DEL04-SP,UOP01-DEL04-SP
9486,MS,IVINHEMA,376,118.0,SPRF-MS,DEL04-MS,UOP04-DEL04-MS
9487,RS,CARAZINHO,386,175.0,SPRF-RS,DEL08-RS,UOP01-DEL08-RS
9488,PR,FOZ DO IGUACU,469,18.0,SPRF-PR,DEL05-PR,UOP04-DEL05-PR
9489,RJ,ANGRA DOS REIS,101,478.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
9490,RS,SANTA MARIA,287,264.0,SPRF-RS,DEL09-RS,UOP01-DEL09-RS
9491,PB,MALTA,230,362.0,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
9492,PE,POMBOS,232,64.0,SPRF-PE,DEL02-PE,UOP02-DEL02PE
9493,PR,CURITIBA,116,118.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
9494,RS,SANTO ANTONIO DAS MISSOES,285,638.0,SPRF-RS,DEL12-RS,UOP01-DEL12-RS
9495,CE,AQUIRAZ,116,26.0,SPRF-CE,DEL01-CE,UOP02-DEL01-CE
9496,SC,PALHOCA,101,215.0,SPRF-SC,DEL01-SC,UOP02-DEL01-SC
9497,RO,ARIQUEMES,421,3.0,SPRF-RO,DEL03-RO,UOP01-DEL03-RO
9498,MS,CAARAPO,163,216.0,SPRF-MS,DEL04-MS,UOP02-DEL04-MS
9499,BA,ITAMARAJU,101,808.0,SPRF-BA,DEL09-BA,UOP01-DEL09-BA
9500,PR,CURITIBA,277,83.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
9501,MG,CLARO DOS POCOES,365,59.0,SPRF-MG,DEL12-MG,UOP01-DEL12-MG
9502,PR,FOZ DO IGUACU,277,719.0,SPRF-PR,DEL05-PR,UOP03-DEL05-PR
9503,MA,SANTA INES,316,0.0,SPRF-MA,DEL02-MA,UOP01-DEL02-MA
9504,PR,SANTA LUCIA,163,149.0,SPRF-PR,DEL05-PR,UOP05-DEL05-PR
9505,AL,FLEXEIRAS,101,46.0,SPRF-AL,DEL01-AL,UOP02-DEL01-AL
9506,PR,ORTIGUEIRA,376,344.0,SPRF-PR,DEL07-PR,UOP02-DEL07-PR
9507,PR,APUCARANA,376,3.0,SPRF-PR,DEL07-PR,UOP03-DEL07-PR
9508,SP,MAIRIPORA,381,59.0,SPRF-SP,DEL03-SP,UOP01-DEL03-SP
9509,RJ,PIRAI,116,234.0,SPRF-RJ,DEL07-RJ,UOP01-DEL07-RJ
9510,MG,MATOZINHOS,40,0.0,SPRF-MG,DEL02-MG,UOP01-DEL02-MG
9511,CE,AQUIRAZ,116,34.0,SPRF-CE,DEL01-CE,UOP02-DEL01-CE
9512,PE,XEXEU,101,212.0,SPRF-PE,DEL01-PE,UOP03-DEL01-PE
9513,PR,CAMPINA GRANDE DO SUL,116,25.0,SPRF-PR,DEL01-PR,UOP02-DEL01-PR
9514,MA,ITAPECURU MIRIM,135,81.0,SPRF-MA,DEL01-MA,UOP02-DEL01-MA
9515,BA,TUCANO,116,272.0,SPRF-BA,DEL07-BA,UOP02-DEL07-BA
9516,RS,VACARIA,116,53.0,SPRF-RS,DEL05-RS,UOP03-DEL05-RS
9517,PI,PICOS,316,318.0,SPRF-PI,DEL04-PI,UOP01-DEL04-PI
9518,PR,SAO JOSE DOS PINHAIS,277,78.0,SPRF-PR,DEL01-PR,UOP07-DEL01-PR
9519,PB,POCO DANTAS,434,0.0,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
9520,MG,RIBEIRAO DAS NEVES,40,510.0,SPRF-MG,DEL01-MG,UOP02-DEL01-MG
9521,ES,SERRA,101,8.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES
9522,AL,UNIAO DOS PALMARES,104,33.0,SPRF-AL,DEL01-AL,UOP02-DEL01-AL
9523,SE,CEDRO DE SAO JOAO,101,12.0,SPRF-SE,DEL02-SE,UOP02-DEL02-SE
9524,RJ,QUEIMADOS,116,194.0,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
9525,BA,VITORIA DA CONQUISTA,116,12.0,SPRF-PE,DEL05-PE,UOP03-DEL05-PE
9526,MG,JUIZ DE FORA,40,785.0,SPRF-MG,DEL05-MG,UOP01-DEL05-MG
9527,SC,PALHOCA,101,218.0,SPRF-SC,DEL01-SC,UOP02-DEL01-SC
9528,SC,AGUAS MORNAS,282,35.0,SPRF-SC,DEL01-SC,UOP03-DEL01-SC
9529,MG,UBERLANDIA,365,627.0,SPRF-MG,DEL15-MG,UOP01-DEL15-MG
9530,PI,FLORIANO,343,578.0,SPRF-PI,DEL03-PI,UOP01-DEL03-PI
9531,SC,SAO MIGUEL DO OESTE,163,76.0,SPRF-SC,DEL07-SC,UOP03-DEL07-SC
9532,MG,ANTONIO DIAS,381,283.0,SPRF-MG,DEL03-MG,UOP02-DEL03-MG
9533,GO,JATAI,364,213.0,SPRF-GO,DEL05-GO,UOP01-DEL05-GO
9534,MG,TEOFILO OTONI,116,274.0,SPRF-MG,DEL11-MG,UOP01-DEL11-MG
9535,GO,GOIANAPOLIS,60,111.0,SPRF-GO,DEL01-GO,UOP01-DEL01-GO
9536,MG,ALPERCATA,116,423.0,SPRF-MG,DEL06-MG,UOP01-DEL06-MG
9537,PE,PETROLINA,428,184.0,SPRF-PE,DEL06-PE,UOP01-DEL06-PE
9538,RO,THEOBROMA,364,0.0,SPRF-RO,DEL03-RO,UOP02-DEL03-RO
9539,SC,CATANDUVAS,282,408.0,SPRF-SC,DEL07-SC,UOP05-DEL07-SC
9540,MT,ITIQUIRA,163,41.0,SPRF-MT,DEL02-MT,UOP03-DEL02-MT
9541,PR,MANDAGUARI,376,4.0,SPRF-PR,DEL09-PR,UOP01-DEL09-PR
9542,PR,MORRETES,277,36.0,SPRF-PR,DEL01-PR,UOP05-DEL01-PR
9543,SC,PESCARIA BRAVA,101,324.0,SPRF-SC,DEL02-SC,UOP01-DEL02-SC
9544,MA,PRESIDENTE DUTRA,135,361.0,SPRF-MA,DEL06-MA,UOP01-DEL06-MA
9545,MG,NOVA LIMA,40,556.0,SPRF-MG,DEL01-MG,UOP02-DEL01-MG
9546,PB,INGA,230,115.0,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
9547,SC,LAGES,282,224.0,SPRF-SC,DEL05-SC,UOP02-DEL05-SC
9548,GO,ITUMBIARA,452,191.0,SPRF-GO,DEL03-GO,UOP02-DEL03-GO
9549,PE,MIRANDIBA,232,469.0,SPRF-PE,DEL05-PE,UOP01-DEL05-PE
9550,BA,TEIXEIRA DE FREITAS,101,853.0,SPRF-BA,DEL09-BA,UOP02-DEL09-BA
9551,PR,SAO JOSE DOS PINHAIS,277,67.0,SPRF-PR,DEL01-PR,UOP01-DEL01-PR
9552,MT,SANTO ANTONIO DO LEVERGER,70,502.0,SPRF-MT,DEL01-MT,UOP02-DEL01-MT
9553,AL,ESTRELA DE ALAGOAS,316,142.0,SPRF-AL,DEL03-AL,UOP01-DEL03-AL
9554,AL,ESTRELA DE ALAGOAS,316,138.0,SPRF-AL,DEL03-AL,UOP01-DEL03-AL
9555,RS,ARROIO DOS RATOS,290,0.0,SPRF-RS,DEL02-RS,UOP01-DEL02-RS
9556,RJ,RIO DE JANEIRO,116,172.0,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
9557,PR,FAROL,272,0.0,SPRF-PR,DEL09-PR,UOP03-DEL09-PR
9558,BA,TUCANO,116,267.0,SPRF-BA,DEL07-BA,UOP02-DEL07-BA
9559,MS,PEDRO GOMES,163,811.0,SPRF-MS,DEL06-MS,UOP01-DEL06-MS
9560,PE,PETROLINA,428,169.0,SPRF-PE,DEL06-PE,UOP01-DEL06-PE
9561,PR,SANTA TEREZA DO OESTE,277,612.0,SPRF-PR,DEL05-PR,UOP02-DEL05-PR
9562,PE,BEZERROS,232,100.0,SPRF-PE,DEL02-PE,UOP03-DEL02-PE
9563,RS,DOM PEDRO DE ALCANTARA,101,12.0,SPRF-RS,DEL03-RS,UOP02-DEL03-RS
9564,RS,PELOTAS,116,527.0,SPRF-RS,DEL07-RS,UOP01-DEL07-RS
9565,MT,SORRISO,163,748.0,SPRF-MT,DEL06-MT,UOP01-DEL06-MT
9566,ES,ANCHIETA,101,358.0,SPRF-ES,DEL03-ES,UOP01-DEL03-ES
9567,BA,SANTA CRUZ CABRALIA,367,46.0,SPRF-BA,DEL09-BA,UOP03-DEL09-BA
9568,PR,MANDIRITUBA,116,146.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
9569,SC,LAGES,282,218.0,SPRF-SC,DEL05-SC,UOP01-DEL05-SC
9570,BA,NOVA VICOSA,101,0.0,SPRF-BA,DEL09-BA,UOP02-DEL09-BA
9571,RS,MORMACO,386,225.0,SPRF-RS,DEL04-RS,UOP03-DEL04-RS
9572,RS,SANTIAGO,287,401.0,SPRF-RS,DEL12-RS,UOP02-DEL12-RS
9573,ES,PEDRO CANARIO,101,17.0,SPRF-ES,DEL04-ES,UOP02-DEL04-ES
9574,GO,MORRINHOS,153,558.0,SPRF-GO,DEL03-GO,UOP01-DEL03-GO
9575,BA,EUNAPOLIS,101,716.0,SPRF-BA,DEL09-BA,UOP01-DEL09-BA
9576,SC,ARARANGUA,101,1.0,SPRF-SC,DEL03-SC,UOP01-DEL03-SC
9577,ES,MIMOSO DO SUL,101,445.0,SPRF-ES,DEL03-ES,UOP02-DEL03-ES
9578,SP,CAJATI,116,517.0,SPRF-SP,DEL05-SP,UOP02-DEL05-SP
9579,SP,TAUBATE,116,110.0,SPRF-SP,DEL02-SP,UOP02-DEL02-SP
9580,SC,XANXERE,282,504.0,SPRF-SC,DEL07-SC,UOP01-DEL07-SC
9581,PR,IRATI,153,337.0,SPRF-PR,DEL08-PR,UOP02-DEL08-PR
9582,DF,BRASILIA,40,4.0,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
9583,AL,CAMPO ALEGRE,101,154.0,SPRF-AL,DEL02-AL,UOP02-DEL02-AL
9584,MS,JUTI,163,152.0,SPRF-MS,DEL09-MS,UOP01-DEL09-MS
9585,SC,JOACABA,282,393.0,SPRF-SC,DEL07-SC,UOP05-DEL07-SC
9586,RS,URUGUAIANA,472,0.0,SPRF-RS,DEL13-RS,UOP01-DEL13-RS
9587,RJ,BARRA MANSA,116,269.0,SPRF-RJ,DEL07-RJ,UOP02-DEL07-RJ
9588,RO,ARIQUEMES,421,0.0,SPRF-RO,DEL03-RO,UOP01-DEL03-RO
9589,SC,CANOINHAS,280,237.0,SPRF-SC,DEL06-SC,UOP04-DEL06-SC
9590,BA,FEIRA DE SANTANA,116,416.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
9591,GO,ANAPOLIS,153,444.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
9592,SC,DESCANSO,282,637.0,SPRF-SC,DEL07-SC,UOP03-DEL07-SC
9593,PR,ROLANDIA,369,180.0,SPRF-PR,DEL07-PR,UOP03-DEL07-PR
9594,PR,PONTA GROSSA,373,173.0,SPRF-PR,DEL03-PR,UOP01-DEL03-PR
9595,CE,ARACATI,304,98.0,SPRF-CE,DEL03-CE,UOP02-DEL03-CE
9596,RJ,SILVA JARDIM,101,247.0,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ
9597,CE,TIANGUA,222,322.0,SPRF-CE,DEL04-CE,UOP02-DEL04-CE
9598,PR,GUARAPUAVA,277,328.0,SPRF-PR,DEL08-PR,UOP01-DEL08-PR
9599,SE,ESTANCIA,101,153.0,SPRF-SE,DEL02-SE,UOP01-DEL02-SE
9600,RS,SOLEDADE,386,239.0,SPRF-RS,DEL04-RS,UOP03-DEL04-RS
9601,PI,ALTOS,343,313.0,SPRF-PI,DEL01-PI,UOP01-DEL01-PI
9602,PR,COLOMBO,116,9.0,SPRF-PR,DEL01-PR,UOP02-DEL01-PR
9603,ES,SERRA,101,17.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES
9604,RS,SAO JOSE DO HERVAL,386,278.0,SPRF-RS,DEL04-RS,UOP03-DEL04-RS
9605,BA,TANQUINHO,324,0.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
9606,AL,TEOTONIO VILELA,101,164.0,SPRF-AL,DEL02-AL,UOP02-DEL02-AL
9607,GO,GUAPO,60,201.0,SPRF-GO,DEL01-GO,UOP02-DEL01-GO
9608,AL,SAO MIGUEL DOS CAMPOS,101,135.0,SPRF-AL,DEL02-AL,UOP01-DEL02-AL
9609,RS,ROSARIO DO SUL,158,0.0,SPRF-RS,DEL11-RS,UOP02-DEL11-RS
9610,SE,FREI PAULO,235,0.0,SPRF-SE,DEL01-SE,UOP02-DEL01-SE
9611,MG,SANTA VITORIA,365,845.0,SPRF-MG,DEL15-MG,UOP03-DEL15-MG
9612,RO,ITAPUA DO OESTE,364,600.0,SPRF-RO,DEL01-RO,UOP04-DEL01-RO
9613,RS,CANOAS,290,83.0,SPRF-RS,DEL01-RS,UOP01-DEL01-RS
9614,GO,CRISTALINA,251,3.0,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
9615,RJ,CAMPOS DOS GOYTACAZES,101,82.0,SPRF-RJ,DEL08-RJ,UOP02-DEL08-RJ
9616,RS,SANTO ANTONIO DA PATRULHA,290,18.0,SPRF-RS,DEL03-RS,UOP01-DEL03-RS
9617,SP,REGISTRO,116,447.0,SPRF-SP,DEL05-SP,UOP01-DEL05-SP
9618,PR,SANTA TEREZA DO OESTE,163,185.0,SPRF-PR,DEL05-PR,UOP05-DEL05-PR
9619,PE,CARUARU,104,60.0,SPRF-PE,DEL02-PE,UOP01-DEL02-PE
9620,SC,ARAQUARI,280,31.0,SPRF-SC,DEL03-SC,UOP03-DEL03-SC
9621,RS,SARANDI,386,143.0,SPRF-RS,DEL08-RS,UOP01-DEL08-RS
9622,PI,CRISTINO CASTRO,135,305.0,SPRF-PI,DEL03-PI,UOP02-DEL03-PI
9623,AL,RIO LARGO,101,86.0,SPRF-AL,DEL01-AL,UOP01-DEL01-AL
9624,CE,COREAU,222,263.0,SPRF-CE,DEL04-CE,UOP02-DEL04-CE
9625,PR,COLOMBO,476,110.0,SPRF-PR,DEL01-PR,UOP01-DEL01-PR
9626,PE,CARUARU,232,127.0,SPRF-PE,DEL02-PE,UOP03-DEL02-PE
9627,RJ,SAO JOAO DE MERITI,116,171.0,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
9628,PR,SAO JOSE DOS PINHAIS,277,76.0,SPRF-PR,DEL01-PR,UOP07-DEL01-PR
9629,TO,PALMAS,10,464.0,SPRF-TO,DEL01-TO,UOP03-DEL01-TO
9630,MG,PERDOES,381,675.0,SPRF-MG,DEL04-MG,UOP02-DEL04-MG
9631,SE,CEDRO DE SAO JOAO,101,13.0,SPRF-SE,DEL02-SE,UOP02-DEL02-SE
9632,MA,JENIPAPO DOS VIEIRAS,226,345.0,SPRF-MA,DEL06-MA,UOP01-DEL06-MA
9633,RS,GUAIBA,116,0.0,SPRF-RS,DEL02-RS,UOP01-DEL02-RS
9634,MG,JUATUBA,262,369.0,SPRF-MG,DEL01-MG,UOP03-DEL01-MG
9635,MT,SORRISO,163,772.0,SPRF-MT,DEL06-MT,UOP01-DEL06-MT
9636,PI,TERESINA,316,16.0,SPRF-PI,DEL01-PI,UOP02-DEL01-PI
9637,RJ,ITAGUAI,101,408.0,SPRF-RJ,DEL03-RJ,UOP01-DEL03-RJ
9638,MG,CARATINGA,116,528.0,SPRF-MG,DEL06-MG,UOP02-DEL06-MG
9639,BA,CIPO,110,203.0,SPRF-BA,DEL07-BA,UOP02-DEL07-BA
9640,SC,NAVEGANTES,470,13.0,SPRF-SC,DEL04-SC,UOP04-DEL04-SC
9641,PA,MARABA,230,121.0,SPRF-PA,DEL03-PA,UOP01-DEL03-PA
9642,PR,LAPA,476,236.0,SPRF-PR,DEL02-PR,UOP03-DEL02-PR
9643,SC,GUARAMIRIM,280,52.0,SPRF-SC,DEL03-SC,UOP03-DEL03-SC
9644,BA,NOVA VICOSA,101,912.0,SPRF-BA,DEL09-BA,UOP02-DEL09-BA
9645,BA,BARREIRAS,242,795.0,SPRF-BA,DEL10-BA,UOP01-DEL10-BA
9646,AP,TARTARUGALZINHO,156,472.0,SPRF-AP,DEL01-AP,UOP02-DEL01-AP
9647,SE,JAPOATA,349,27.0,SPRF-SE,DEL02-SE,UOP02-DEL02-SE
9648,PR,CANDOI,277,410.0,SPRF-PR,DEL04-PR,UOP02-DEL04-PR
9649,AM,CANUTAMA,319,0.0,SPRF-AM,DEL01-AM,UOP03-DEL01-AM
9650,MT,MIRASSOL DOESTE,174,145.0,SPRF-MT,DEL03-MT,UOP01-DEL03-MT
9651,MG,NOVA LIMA,40,572.0,SPRF-MG,DEL01-MG,UOP02-DEL01-MG
9652,RS,ESTANCIA VELHA,116,233.0,SPRF-RS,DEL01-RS,UOP02-DEL01-RS
9653,SC,SANTO AMARO DA IMPERATRIZ,282,23.0,SPRF-SC,DEL01-SC,UOP02-DEL01-SC
9654,PB,SANTA RITA,230,0.0,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
9655,PR,SAO MIGUEL DO IGUACU,277,691.0,SPRF-PR,DEL05-PR,UOP01-DEL05-PR
9656,RJ,RIO DE JANEIRO,101,429.0,SPRF-RJ,DEL03-RJ,UOP02-DEL03-RJ
9657,PE,PESQUEIRA,232,202.0,SPRF-PE,DEL03-PE,UOP02-DEL03-PE
9658,SC,SAO MIGUEL DO OESTE,163,67.0,SPRF-SC,DEL07-SC,UOP03-DEL07-SC
9659,RS,ESTEIO,116,255.0,SPRF-RS,DEL01-RS,UOP02-DEL01-RS
9660,GO,MINEIROS,364,305.0,SPRF-GO,DEL05-GO,UOP01-DEL05-GO
9661,SC,PALHOCA,101,233.0,SPRF-SC,DEL01-SC,UOP02-DEL01-SC
9662,BA,IBOTIRAMA,242,614.0,SPRF-BA,DEL10-BA,UOP01-DEL10-BA
9663,PB,CAJAZEIRAS,230,510.0,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
9664,RS,TRES CACHOEIRAS,101,36.0,SPRF-RS,DEL03-RS,UOP02-DEL03-RS
9665,RJ,ANGRA DOS REIS,101,479.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
9666,PR,LONDRINA,369,145.0,SPRF-PR,DEL07-PR,UOP01-DEL07-PR
9667,RS,CORONEL BARROS,285,473.0,SPRF-RS,DEL10-RS,UOP01-DEL10-RS
9668,BA,TEIXEIRA DE FREITAS,101,877.0,SPRF-BA,DEL09-BA,UOP02-DEL09-BA
9669,DF,BRASILIA,251,53.0,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
9670,SE,NEOPOLIS,349,0.0,SPRF-SE,DEL02-SE,UOP02-DEL02-SE
9671,RS,TERRA DE AREIA,101,43.0,SPRF-RS,DEL03-RS,UOP02-DEL03-RS
9672,GO,SANTA TEREZA DE GOIAS,153,91.0,SPRF-GO,DEL07-GO,UOP01-DEL07-GO
9673,SC,PORTO BELO,101,159.0,SPRF-SC,DEL04-SC,UOP03-DEL04-SC
